True_Label,Predicted_Label,Confidence
3,4,0.2954489
3,3,0.3694611
3,3,0.5530821
3,3,0.35518467
6,3,0.45652664
4,3,0.44235903
5,3,0.7202081
2,6,0.4516457
5,5,0.34717703
6,3,0.39696318
6,3,0.39172724
2,4,0.3421369
0,3,0.28510427
5,5,0.9052238
3,5,0.25337872
3,3,0.2602718
5,3,0.8593539
3,3,0.68020225
3,4,0.24299452
3,3,0.20696317
4,3,0.37480327
0,6,0.3740531
1,3,0.25787613
5,6,0.39927238
0,0,0.22399959
1,0,0.28212368
3,3,0.48769802
5,6,0.33986565
3,4,0.42947724
0,6,0.33488172
3,3,0.42760345
5,6,0.32347533
6,6,0.40333882
4,4,0.36145553
6,6,0.25798512
6,6,0.3234664
4,0,0.29225934
5,3,0.6625849
3,3,0.66461915
4,6,0.39832363
5,5,0.2378392
3,3,0.6993936
6,6,0.24714488
3,6,0.2858487
2,5,0.31034413
3,0,0.29012156
6,6,0.3831511
2,5,0.3503192
5,0,0.34888986
3,3,0.45934197
6,4,0.27849373
3,5,0.47596538
5,3,0.29502127
3,2,0.19150284
6,6,0.3199758
2,2,0.36846855
4,6,0.28405613
2,3,0.41681245
3,3,0.7350597
5,3,0.3198049
0,3,0.23637034
3,3,0.33779532
6,3,0.327503
5,6,0.44946632
3,3,0.4274123
0,0,0.26182693
1,3,0.4079058
4,3,0.43591464
6,3,0.2811219
6,4,0.35783997
0,2,0.19736065
6,3,0.35962808
3,5,0.51707727
4,4,0.41748315
2,5,0.676189
0,6,0.29497254
3,4,0.24099495
6,3,0.34048274
0,0,0.23444875
0,4,0.28938347
4,0,0.27824116
6,6,0.26165417
2,3,0.25113082
6,3,0.74589366
4,3,0.21186885
3,0,0.2750281
0,5,0.7383841
4,3,0.3936345
0,0,0.43808794
2,4,0.38004687
3,3,0.45592973
6,6,0.40028706
6,6,0.44125587
3,3,0.48553637
0,0,0.23774232
5,0,0.32699326
4,4,0.29516894
2,6,0.36044785
3,6,0.35662833
2,5,0.533306
4,4,0.2528211
5,5,0.34784195
4,6,0.27782723
2,6,0.2378719
2,0,0.32501885
3,3,0.21891825
4,3,0.3496133
6,6,0.40646228
4,4,0.3230526
0,4,0.4973628
6,6,0.3269959
2,2,0.41558802
3,3,0.30671358
0,3,0.3901893
3,3,0.32373288
4,3,0.47286004
6,3,0.5344453
4,4,0.24471225
5,5,0.32551295
6,6,0.2722603
3,6,0.26514438
0,6,0.31960177
5,3,0.40901205
6,3,0.32364193
5,6,0.29177642
0,3,0.3463422
6,6,0.37369052
2,4,0.41566038
3,6,0.4092169
4,3,0.5379459
4,4,0.25818482
2,3,0.29425022
3,3,0.21531825
0,4,0.42790973
6,5,0.3266608
5,2,0.2321399
5,6,0.35485458
4,6,0.2873963
3,3,0.47679633
4,4,0.29016852
3,6,0.48395118
6,6,0.48907086
6,3,0.2740503
5,5,0.6149733
5,5,0.72188807
5,5,0.7372734
3,3,0.5842865
4,4,0.2559394
6,6,0.40713057
0,4,0.31076777
5,3,0.38065907
3,3,0.26535782
3,3,0.55067986
4,4,0.35148713
0,6,0.28041157
0,4,0.2702584
3,0,0.29940584
5,5,0.48806092
0,0,0.29143682
4,2,0.24208048
3,0,0.27890334
3,3,0.7129217
3,3,0.43595925
3,3,0.657298
3,0,0.26856261
5,3,0.33065048
3,3,0.77574897
3,6,0.38341504
6,6,0.3154057
5,3,0.49361852
2,2,0.20057838
4,6,0.35267046
2,6,0.19653696
4,4,0.31165332
5,3,0.22472073
3,3,0.54594994
0,3,0.3139578
5,5,0.40324932
3,3,0.45066902
6,3,0.64084786
2,6,0.4874682
3,3,0.28504694
6,6,0.34306413
2,0,0.34546775
0,0,0.33338314
0,4,0.24013463
2,4,0.23992604
4,3,0.73149806
2,5,0.43561128
3,3,0.6923173
4,4,0.29148576
6,4,0.253133
0,3,0.49058363
3,3,0.6361457
3,3,0.8862648
6,3,0.3390879
3,6,0.4170668
3,3,0.69946826
6,3,0.3465971
2,5,0.22083022
3,3,0.7760435
4,6,0.3728851
0,4,0.42274743
6,6,0.5462295
6,6,0.24560006
3,6,0.28007275
5,6,0.33547455
6,4,0.38591915
4,4,0.53347915
3,3,0.26193252
0,3,0.37075615
0,3,0.6305912
6,4,0.3378785
5,5,0.8851273
4,6,0.5192974
0,4,0.23678045
3,3,0.68247366
3,4,0.36293805
6,4,0.44849068
5,6,0.3776003
6,6,0.28068754
3,4,0.39940077
6,6,0.34255433
6,6,0.7700752
3,0,0.2842138
0,6,0.31468064
6,6,0.28570214
3,3,0.43072274
6,6,0.40999633
6,3,0.3413715
6,6,0.32321757
3,3,0.4519239
4,0,0.3313491
5,2,0.45901263
4,6,0.31414387
0,0,0.27841985
6,6,0.46865538
4,0,0.21187551
3,6,0.4059556
3,6,0.4084094
0,3,0.41214937
4,3,0.57140285
5,3,0.41356552
2,4,0.26271072
3,3,0.61570585
4,6,0.24027237
0,4,0.2683349
6,6,0.27766347
3,3,0.352596
3,3,0.57695013
0,0,0.2310662
6,4,0.5816762
4,0,0.28988695
5,5,0.7998562
5,0,0.22163007
6,3,0.39331523
3,3,0.44343665
3,3,0.36143088
3,3,0.48972005
3,6,0.34381124
4,5,0.37667087
6,6,0.38022748
4,3,0.3212958
6,6,0.3418913
6,6,0.36262918
6,3,0.3492935
6,6,0.43662918
5,6,0.33656192
5,3,0.289464
5,2,0.24161556
5,5,0.86919886
4,6,0.2890033
3,3,0.33077043
3,6,0.2662962
2,6,0.32065248
0,6,0.35437435
0,3,0.37903377
3,4,0.3737296
4,3,0.4445237
6,6,0.4536423
0,3,0.24735467
3,6,0.49421617
3,6,0.3207993
3,0,0.2735743
2,4,0.34330824
2,6,0.24144672
5,5,0.51690304
2,3,0.34649053
3,3,0.6708471
3,6,0.24468324
6,0,0.38670397
3,6,0.34727713
6,6,0.44771907
5,2,0.29105762
3,3,0.81542873
2,0,0.37760362
5,5,0.47925782
4,3,0.37289044
5,5,0.90010524
6,4,0.25645792
4,2,0.21617654
0,3,0.40307158
3,5,0.4003491
0,5,0.4983803
2,3,0.28054228
6,4,0.3179416
5,5,0.9084602
3,3,0.34112003
0,3,0.3504617
5,3,0.32130048
5,5,0.66331863
0,2,0.2148696
6,4,0.2435533
4,6,0.36703843
3,3,0.2872588
2,4,0.2341705
3,3,0.46055433
2,6,0.3353009
6,6,0.26929653
2,3,0.19370715
3,3,0.3110245
3,3,0.6181318
6,3,0.3007047
5,5,0.19613673
0,3,0.43136275
2,3,0.29492754
6,3,0.39569777
2,6,0.33042884
3,3,0.31479445
3,3,0.7098285
2,5,0.5171228
0,4,0.23601972
6,2,0.2640518
5,5,0.83103645
3,3,0.43812293
3,6,0.29575473
5,5,0.52566284
3,3,0.4939536
3,5,0.27501312
2,5,0.5120812
3,3,0.66425276
3,3,0.5264985
6,6,0.31578627
6,3,0.24267463
4,6,0.38071576
6,3,0.307608
5,6,0.24647583
6,6,0.33996585
2,5,0.23815446
6,3,0.41615504
0,0,0.21932484
0,5,0.5960296
0,0,0.32397375
3,3,0.65312415
6,5,0.3059764
0,6,0.3625515
5,5,0.7174007
4,3,0.22299613
3,4,0.25115138
6,4,0.26917633
3,3,0.53462994
4,3,0.34400335
2,6,0.24484716
3,0,0.31219286
5,5,0.43147576
3,3,0.35966742
2,0,0.24507467
6,3,0.3615743
4,4,0.6227286
4,3,0.48407173
0,5,0.26991084
6,3,0.24644686
2,5,0.4236956
4,6,0.30481532
4,4,0.3159809
6,6,0.21645255
2,4,0.49465248
3,3,0.21107963
4,0,0.2609463
4,4,0.30253175
4,3,0.22768879
4,6,0.45244423
0,6,0.2327721
0,6,0.21342233
6,5,0.22970493
3,3,0.68706393
0,2,0.35262123
4,5,0.3665746
2,5,0.52273995
4,4,0.4312688
5,5,0.2750417
4,3,0.37836087
3,4,0.2744381
0,4,0.34204495
3,3,0.3037538
3,4,0.2480759
1,4,0.23642063
4,4,0.6532318
2,2,0.26720026
0,0,0.50903815
0,2,0.32738748
2,4,0.2947138
2,5,0.44840923
2,2,0.3072769
2,3,0.19703113
6,3,0.43566155
5,5,0.6267922
3,3,0.25001356
3,3,0.41828248
6,3,0.24751422
0,3,0.50569725
6,3,0.37979794
3,3,0.3469837
0,4,0.26828253
4,3,0.5228782
4,3,0.22545142
4,2,0.22134213
3,4,0.292793
0,4,0.33862823
4,4,0.28811228
0,3,0.33280033
2,4,0.34668243
0,4,0.49321714
0,6,0.5459865
6,3,0.30349952
0,0,0.34273535
6,2,0.2530565
3,3,0.3553262
0,5,0.64999795
0,5,0.5546274
4,3,0.32898298
6,3,0.7151207
6,6,0.25798512
4,3,0.297484
0,4,0.2833315
2,4,0.43181095
2,3,0.47107163
3,3,0.35279566
2,2,0.26936892
2,4,0.36401805
6,3,0.48289102
4,4,0.3683274
6,3,0.5119019
4,4,0.29405898
6,6,0.35580403
0,4,0.5531182
3,5,0.4321133
0,0,0.34729496
2,5,0.3591487
0,4,0.3706864
0,0,0.23452295
2,3,0.56364936
4,4,0.37149277
6,6,0.572126
6,6,0.31751662
4,4,0.5191258
2,3,0.24018914
0,2,0.35827875
2,3,0.84114283
5,5,0.2595079
4,3,0.20640458
2,5,0.9014223
3,3,0.29057086
5,5,0.76533216
4,3,0.5785399
0,0,0.25326064
4,4,0.37196895
6,6,0.3125087
0,2,0.34782225
3,3,0.5272
3,3,0.299965
6,3,0.592589
0,3,0.32680342
3,5,0.3960121
6,6,0.4881395
6,6,0.37003475
0,0,0.23220743
6,3,0.4183171
5,5,0.50424904
4,6,0.33065328
2,6,0.2913147
4,3,0.28005508
2,5,0.69770837
3,3,0.24689133
5,5,0.84414405
5,3,0.27499464
4,4,0.27203768
4,4,0.34405583
6,6,0.26655394
0,6,0.23223214
3,3,0.32559
5,3,0.3047604
3,0,0.2059696
3,3,0.7177139
6,3,0.6434671
3,3,0.6745861
6,6,0.44374168
2,4,0.31338453
6,5,0.25045228
2,3,0.22686699
3,3,0.5614837
0,6,0.33829683
0,6,0.28856975
6,6,0.4298331
6,3,0.67644
3,3,0.28713086
0,3,0.4206599
3,3,0.67568314
0,3,0.3013942
4,4,0.5503744
3,4,0.303076
4,6,0.3229055
2,5,0.27837402
5,6,0.39436504
3,3,0.7590942
4,4,0.4780727
0,5,0.5449801
2,5,0.2941308
4,2,0.2038781
4,3,0.26998723
5,5,0.9170729
0,6,0.22027215
2,5,0.2627179
3,6,0.43334588
5,3,0.46270978
3,3,0.26667535
2,4,0.29377478
5,5,0.8860223
3,3,0.8369846
2,4,0.23350583
0,3,0.5277752
2,0,0.2483566
6,4,0.3486002
3,3,0.28096652
2,6,0.2973424
3,4,0.33457023
0,5,0.5901418
6,6,0.6056146
6,6,0.3354148
3,3,0.29155415
2,4,0.27475187
4,4,0.3301989
4,4,0.33607927
4,6,0.318076
5,5,0.73088545
6,6,0.33356118
0,2,0.22178376
6,6,0.7476167
3,3,0.53354436
4,3,0.5308911
6,6,0.6908066
3,3,0.47094288
3,4,0.25067204
6,3,0.42190596
3,3,0.57825136
2,4,0.40236312
6,3,0.3842581
3,3,0.27950558
6,6,0.31334174
5,3,0.21118411
3,3,0.43602163
0,5,0.39186952
5,5,0.64863706
4,4,0.31890887
3,3,0.32132527
2,3,0.35879597
5,3,0.56438124
0,5,0.2530086
6,4,0.2698474
6,6,0.3158872
6,4,0.34659308
3,3,0.6015413
5,4,0.35670206
0,2,0.242448
3,3,0.39406255
6,3,0.23531988
1,3,0.2706727
5,5,0.4065657
2,0,0.39275247
2,0,0.47883883
5,3,0.31578344
4,6,0.44335493
4,4,0.23289274
2,4,0.29214305
0,0,0.365534
6,6,0.37026784
5,4,0.27191657
2,6,0.4533612
3,2,0.24532352
3,3,0.7256387
4,6,0.1969107
5,5,0.622343
2,5,0.77287865
4,4,0.41869098
3,3,0.6028844
6,3,0.46970022
5,3,0.50931865
5,5,0.8947727
5,5,0.7113354
6,6,0.29455182
3,3,0.79691195
3,0,0.2919139
3,3,0.4075584
6,3,0.34741837
6,3,0.30624387
4,3,0.52060896
0,0,0.29425776
2,0,0.2804242
4,6,0.4453666
3,4,0.3214212
0,3,0.44353998
6,0,0.25673783
6,5,0.6157004
4,4,0.29254052
4,0,0.21867871
6,4,0.2371331
2,0,0.29988807
6,6,0.34544805
4,4,0.4391216
6,3,0.5594845
4,6,0.25832003
6,5,0.2861143
1,4,0.37916207
5,5,0.26806512
3,3,0.6351241
3,3,0.19668238
5,3,0.3348278
2,0,0.22930937
0,6,0.29892606
2,2,0.46774727
6,6,0.32657528
4,3,0.44171074
3,3,0.3130313
3,6,0.32632524
4,6,0.37848306
5,2,0.3958495
3,3,0.3448999
2,6,0.3131444
6,4,0.24569453
3,3,0.49057108
4,4,0.44617975
3,4,0.28341037
4,3,0.6057501
6,6,0.5050682
6,6,0.3958026
3,3,0.25614232
3,6,0.29950586
1,4,0.23175356
3,3,0.2545884
6,6,0.3945005
4,4,0.2752188
5,5,0.47110686
0,5,0.21041563
4,6,0.27628842
0,3,0.51346433
3,3,0.32544538
0,3,0.4377243
3,4,0.23277399
3,6,0.37280384
2,5,0.54723126
2,6,0.3940715
2,3,0.2266199
5,5,0.30316055
5,3,0.74173635
2,6,0.2737967
3,3,0.5439678
0,0,0.2635374
6,0,0.26768434
4,6,0.41830012
4,4,0.2457477
6,3,0.3151036
3,4,0.21445929
6,6,0.33322486
3,3,0.34267417
6,6,0.3578939
6,6,0.43079257
4,4,0.29483452
3,6,0.26511174
6,3,0.49045306
3,5,0.64107686
1,5,0.3798222
0,3,0.27050048
0,3,0.37058607
6,4,0.33978012
0,2,0.24569438
4,5,0.37221313
2,5,0.49747822
1,4,0.2748798
6,6,0.26859322
2,0,0.47086927
2,5,0.37020156
4,4,0.22733743
6,0,0.24824128
3,3,0.22397912
1,0,0.38196108
3,3,0.6683202
4,4,0.29957783
0,6,0.40053064
6,3,0.4101825
5,5,0.28607875
6,6,0.30782956
6,5,0.27208823
2,2,0.50156325
3,3,0.47935298
2,4,0.35897192
4,4,0.27701122
2,2,0.19826713
5,5,0.39953122
0,6,0.23020753
4,6,0.25449553
3,3,0.30172813
5,5,0.3967594
0,0,0.25403988
0,3,0.39917308
2,6,0.28359812
4,3,0.3079086
3,3,0.43096384
3,3,0.28970984
2,6,0.63097066
6,3,0.6097606
6,6,0.40926614
4,4,0.35138565
3,3,0.4902469
5,6,0.34458998
2,2,0.4422574
6,5,0.23411323
6,6,0.6143278
6,3,0.5184011
2,3,0.27509415
3,3,0.71961987
0,0,0.23955141
6,3,0.52135456
4,4,0.36607265
1,0,0.2526656
4,4,0.3167376
4,5,0.7337181
2,4,0.26766524
2,2,0.20779796
6,5,0.64697146
3,3,0.8301369
0,4,0.35673884
2,4,0.22956575
4,4,0.43506858
3,3,0.6403511
3,3,0.60609436
3,3,0.60513145
3,3,0.39688233
5,5,0.6131704
3,3,0.7048857
2,3,0.2688486
4,3,0.24408028
0,4,0.3488633
0,3,0.4762912
4,3,0.31712234
0,6,0.317567
5,0,0.31619805
5,5,0.7384817
2,2,0.33112228
3,3,0.44625458
4,3,0.24282135
0,3,0.2706231
0,3,0.5892784
6,3,0.7921639
2,2,0.19628261
5,5,0.86592823
6,6,0.52931523
0,6,0.48391476
0,6,0.40621728
6,3,0.5163275
3,3,0.67348105
0,4,0.2900104
5,5,0.58686876
5,5,0.63186216
3,2,0.20977247
3,6,0.21056555
4,6,0.33605784
1,3,0.36632
3,6,0.21593402
5,5,0.25839368
3,4,0.36691773
2,3,0.3259635
3,6,0.27289087
4,6,0.27412656
3,3,0.5855223
4,6,0.3095384
2,5,0.3976416
3,3,0.78605497
4,3,0.28331962
5,3,0.3373099
2,4,0.21790887
4,6,0.36082974
6,6,0.46735168
2,3,0.3919474
6,6,0.2326901
2,5,0.22407883
2,4,0.4187582
4,3,0.23360987
5,5,0.45392272
6,3,0.47606
3,5,0.30047315
0,6,0.28428096
2,5,0.42503944
4,4,0.53345346
0,0,0.32663995
2,5,0.446285
4,6,0.48597458
0,3,0.38999417
5,5,0.7113354
4,3,0.23131791
3,3,0.4952268
2,4,0.38431576
6,5,0.27442917
6,6,0.77144533
4,4,0.26825556
0,3,0.66465
4,3,0.45824414
4,5,0.35198647
0,3,0.2261483
4,4,0.38186628
3,3,0.35055605
5,5,0.7536645
5,5,0.27343056
0,3,0.3878624
3,3,0.4429692
0,3,0.31310207
6,6,0.42425942
2,2,0.29761466
3,3,0.63696724
3,3,0.59511286
3,6,0.2591653
5,2,0.26422662
3,0,0.2900957
3,3,0.3791924
0,4,0.32623008
3,3,0.72559774
0,3,0.27875647
0,4,0.21512029
3,3,0.3911392
4,3,0.32128993
3,3,0.87222874
5,3,0.41944742
3,3,0.592375
3,3,0.3932599
0,0,0.29737583
2,3,0.19581322
0,0,0.22001022
0,6,0.27787662
0,3,0.6896095
4,6,0.24552949
4,2,0.2633121
3,3,0.5677597
6,6,0.34145758
2,6,0.26699543
6,6,0.31184563
5,6,0.37295538
0,6,0.3209179
5,4,0.4621485
4,3,0.46774238
3,3,0.3065349
4,3,0.4198074
3,3,0.43512505
4,6,0.43371066
6,6,0.3505221
5,5,0.8064701
3,6,0.3115305
3,3,0.34214628
3,3,0.37760967
4,4,0.38823718
2,0,0.25550878
5,4,0.27831283
5,3,0.4039616
3,3,0.4800257
3,4,0.29675895
3,3,0.44060454
2,3,0.3152392
0,6,0.28002933
0,6,0.38693935
5,5,0.6462463
0,3,0.41289702
2,2,0.25313008
3,3,0.38865453
6,4,0.25789803
3,3,0.3037337
0,5,0.29052633
6,6,0.28121552
3,3,0.32877365
3,5,0.33533016
6,6,0.54064316
5,4,0.25963888
6,3,0.5238282
6,3,0.31049824
2,2,0.34052312
5,5,0.42979702
3,4,0.2896915
0,3,0.49326554
2,3,0.2168217
4,4,0.21346588
3,6,0.4443375
3,3,0.36361423
3,2,0.2192028
3,4,0.285521
3,4,0.2858936
4,4,0.48688012
3,3,0.649057
4,3,0.35178074
0,0,0.37804034
0,0,0.20559645
2,5,0.7342751
6,6,0.49496657
1,6,0.31599137
0,4,0.28555596
4,3,0.26471856
4,3,0.27116466
2,5,0.3736099
3,3,0.30913714
0,6,0.3313058
3,3,0.8257916
3,0,0.20785607
3,3,0.39408016
5,0,0.24063738
4,3,0.44027585
4,4,0.21857218
6,3,0.47792193
4,3,0.374938
6,4,0.30149588
6,3,0.3373091
2,3,0.30440727
2,2,0.30515665
3,3,0.19082768
6,6,0.45761448
4,6,0.3232606
2,4,0.4119107
2,4,0.4339236
3,4,0.30487862
4,4,0.34636173
4,3,0.8571383
6,3,0.3235419
3,3,0.83053666
0,6,0.31782478
5,6,0.26968464
6,6,0.74147296
0,6,0.47132626
5,2,0.22947764
4,6,0.59843326
0,3,0.21588692
3,3,0.88240516
4,3,0.59643424
6,6,0.48773643
0,5,0.7773298
6,6,0.20328118
6,4,0.4428184
3,0,0.3093851
2,6,0.33152544
3,3,0.72682935
5,5,0.5528274
6,6,0.46421558
5,3,0.26098907
4,4,0.30100653
2,5,0.75802267
3,6,0.34971923
6,6,0.3956875
2,4,0.3296301
3,6,0.40587938
0,2,0.29572693
6,6,0.4356109
2,3,0.30994633
3,3,0.3577404
3,3,0.74942726
6,6,0.27517393
3,3,0.5039301
3,3,0.27606562
3,3,0.62077457
2,4,0.28819358
2,5,0.65723807
3,3,0.6972595
3,3,0.26479813
3,4,0.24829948
5,5,0.8556369
4,4,0.31523806
5,3,0.4008206
5,2,0.23851065
4,4,0.41833976
5,5,0.34693712
3,3,0.5313546
0,6,0.3591157
3,4,0.27344906
5,5,0.82625675
4,6,0.29198518
2,3,0.4758643
4,3,0.8012205
4,4,0.33514842
3,4,0.35674247
2,5,0.32522905
0,3,0.31807244
3,3,0.24255204
2,3,0.24874617
6,5,0.5873683
6,4,0.51862586
2,4,0.349355
2,4,0.27297255
3,6,0.27123106
4,3,0.3050122
2,6,0.31921107
3,3,0.283756
3,3,0.6142256
6,3,0.4558615
6,6,0.70529985
6,3,0.52519155
6,3,0.4003012
3,3,0.48073584
4,3,0.37490737
6,6,0.36898208
5,3,0.3252545
3,6,0.33781257
3,4,0.3042588
4,6,0.26453537
0,4,0.45180643
1,3,0.32014868
5,6,0.26532823
6,6,0.2942783
2,4,0.22937086
4,3,0.4964651
5,4,0.22653306
5,5,0.5012163
6,4,0.38872325
3,6,0.37811968
0,4,0.3652904
3,3,0.30585787
4,6,0.40783897
3,6,0.37151104
4,4,0.6057261
3,3,0.4845315
1,6,0.21701564
0,3,0.31126535
1,5,0.56425077
5,5,0.80538344
3,5,0.30435407
0,4,0.28794676
6,6,0.41107634
1,4,0.26761055
6,3,0.27987278
0,3,0.3117474
6,6,0.2985255
3,4,0.26027256
3,3,0.5029534
4,4,0.2679485
3,3,0.2872717
2,6,0.290909
3,3,0.45288336
6,4,0.23410071
0,4,0.2153005
2,6,0.47471988
4,4,0.3685798
3,6,0.33965975
6,6,0.52068865
4,6,0.3315495
4,4,0.51144665
3,3,0.7154751
5,5,0.6070088
4,4,0.21833304
4,4,0.331629
3,3,0.22991161
2,6,0.25290102
0,0,0.364637
3,5,0.26119375
5,4,0.28783932
3,3,0.71590376
2,5,0.4188461
2,6,0.22464165
4,3,0.40010953
3,3,0.24410631
2,0,0.27550504
5,3,0.404856
4,4,0.45134163
3,3,0.34304318
3,3,0.45687434
5,6,0.2812818
4,3,0.3229389
5,3,0.31425154
6,6,0.3393584
3,4,0.368617
3,3,0.57667875
6,6,0.34372953
6,6,0.36108437
4,3,0.33010063
2,3,0.26393428
0,6,0.24506363
4,6,0.26852956
6,6,0.27296758
5,5,0.6523493
2,6,0.40173954
5,5,0.8311386
1,3,0.4079058
4,3,0.27455667
0,2,0.38662744
4,4,0.4853468
2,6,0.3478261
6,6,0.5483668
3,3,0.30066898
0,3,0.5288734
0,4,0.32310548
0,0,0.3044723
2,0,0.31543183
6,4,0.26484907
6,3,0.7933685
5,6,0.30096292
4,3,0.2970698
3,3,0.46980193
3,6,0.35540998
0,6,0.26999572
3,3,0.2638632
3,4,0.29458088
4,4,0.40473554
4,3,0.47869998
5,2,0.2845488
6,3,0.2622356
0,0,0.30860463
2,4,0.39821777
4,6,0.2905902
6,3,0.28997272
5,5,0.6061224
2,5,0.40218797
3,3,0.47079107
3,6,0.34359363
3,4,0.27841997
6,0,0.21655287
3,3,0.47623897
6,0,0.23822433
2,6,0.24079984
4,3,0.30529898
2,6,0.43287542
0,5,0.41855612
4,3,0.26865643
0,5,0.27542654
5,5,0.38610336
3,3,0.3617586
3,6,0.31995124
6,6,0.30792588
4,4,0.44351867
4,4,0.309678
3,6,0.3493396
4,3,0.39545304
0,0,0.33922789
2,3,0.8650037
3,3,0.3953195
2,3,0.3896049
4,3,0.69336516
5,5,0.44273162
6,6,0.37853757
6,6,0.32905123
3,3,0.5443732
0,0,0.3330204
0,4,0.38209343
5,3,0.30357894
2,6,0.38695577
3,3,0.2858184
4,3,0.35023475
2,4,0.319036
4,4,0.33459282
3,3,0.37926167
3,3,0.5930632
2,3,0.3923575
4,5,0.30122438
6,4,0.29018503
3,3,0.7259
5,3,0.34718773
2,0,0.27212882
4,4,0.2996608
3,3,0.33254084
0,2,0.22520605
3,4,0.2968098
3,3,0.29457864
6,4,0.51334816
3,3,0.37288713
6,6,0.42650872
4,4,0.352158
6,6,0.35383612
5,6,0.28457654
6,3,0.39644867
6,6,0.40077814
4,3,0.22004555
0,3,0.5092737
5,5,0.60633856
4,6,0.2582369
6,3,0.38032565
0,4,0.3323374
2,5,0.32272306
5,3,0.37668025
2,6,0.28820348
4,4,0.45535094
5,5,0.22850001
3,3,0.6493854
6,6,0.25849167
0,6,0.341979
5,5,0.78171456
4,6,0.32956743
4,4,0.29517603
4,3,0.5912577
3,6,0.2871723
3,6,0.295363
4,4,0.4008014
0,0,0.29205483
4,3,0.8030418
6,0,0.41763118
6,3,0.3655416
2,4,0.26915517
2,4,0.23007196
2,4,0.29661697
2,5,0.22317967
4,3,0.58927375
6,5,0.35878408
3,6,0.5994444
6,4,0.21383919
6,3,0.4026741
6,5,0.27139458
3,4,0.27850053
3,3,0.3134828
0,5,0.29326376
3,4,0.2745163
3,3,0.36812112
6,5,0.59212756
4,3,0.4361565
2,6,0.3114921
2,3,0.60035956
5,5,0.36516255
5,5,0.6982051
4,4,0.3523161
4,3,0.5478138
3,0,0.22146872
1,5,0.28448632
5,5,0.8196444
5,2,0.31113085
2,6,0.307888
2,3,0.53699017
6,3,0.28392234
2,6,0.29069912
5,5,0.4190156
5,5,0.6888765
6,2,0.25244907
6,6,0.34907573
5,5,0.45106322
6,3,0.5996583
6,3,0.6142446
6,6,0.41249594
6,3,0.39681458
3,3,0.24424358
4,3,0.329497
3,3,0.61670166
0,6,0.29782712
4,4,0.2831581
5,6,0.33503506
3,3,0.5326759
4,6,0.24237005
4,3,0.7052943
6,6,0.3633789
0,6,0.26904908
3,3,0.38273415
6,3,0.6963614
3,3,0.5328238
4,4,0.30609414
3,0,0.260889
5,5,0.6485321
5,3,0.39716244
4,6,0.5268749
5,6,0.23688805
3,3,0.57244664
3,2,0.28537133
0,4,0.25591892
2,6,0.35813844
0,0,0.3966839
6,3,0.26272854
3,3,0.45253876
5,3,0.3097153
3,3,0.27416846
0,2,0.21300036
1,6,0.34525907
4,4,0.40117693
6,6,0.36249286
6,6,0.53066725
4,0,0.3514278
2,0,0.34170043
2,2,0.2271864
5,0,0.26180464
3,0,0.2551208
3,4,0.2516313
6,3,0.44463402
4,4,0.25451294
4,4,0.40161794
4,5,0.22984126
3,5,0.35531533
4,4,0.298746
3,4,0.39376342
6,6,0.36776525
3,3,0.34505475
3,3,0.55557007
6,6,0.39754057
3,6,0.38955006
3,0,0.29042187
5,5,0.6287583
4,3,0.2611162
3,4,0.40882853
4,4,0.29166597
3,3,0.29506442
5,4,0.36094964
2,3,0.26772887
0,3,0.31252474
6,3,0.2562679
3,3,0.6017668
6,3,0.27503234
2,6,0.26979658
3,6,0.29634857
2,4,0.25275117
2,2,0.35951358
3,3,0.31533375
0,3,0.30018547
0,0,0.24765067
3,3,0.37603542
2,6,0.6063855
0,0,0.3320582
0,3,0.5286327
3,0,0.26883775
4,4,0.31627166
4,4,0.22914091
4,3,0.348742
5,5,0.56348103
4,4,0.45272803
3,3,0.46378362
4,6,0.37879223
2,4,0.34587568
4,4,0.22750324
6,6,0.32270056
4,4,0.28731248
2,0,0.30085972
3,3,0.6039037
3,6,0.2643697
3,3,0.35633013
3,3,0.55653024
3,6,0.29494864
3,3,0.30971012
6,6,0.42049238
3,3,0.49679023
5,5,0.325349
4,4,0.33462837
6,6,0.45234257
3,3,0.2532132
2,5,0.28481102
3,6,0.31000808
3,4,0.3444885
6,5,0.46422666
4,4,0.53747565
3,3,0.827914
3,3,0.24416274
6,2,0.36130622
2,3,0.23902605
2,5,0.37315607
2,2,0.33809713
4,6,0.36474586
4,3,0.3636355
5,5,0.68701494
2,5,0.24213828
5,5,0.6726313
3,3,0.33710784
2,3,0.33022934
5,5,0.40761104
4,6,0.27622896
3,3,0.4538383
3,3,0.7902836
2,4,0.29274762
6,6,0.315683
0,4,0.27255383
4,4,0.2194014
3,3,0.8130754
5,3,0.30896017
3,6,0.3796301
2,4,0.25091746
2,4,0.24699259
1,5,0.25787646
5,6,0.25510952
3,6,0.22444968
0,6,0.452246
5,0,0.24701326
3,5,0.2061148
4,0,0.24306332
4,4,0.3227868
3,3,0.2665977
4,3,0.28711402
3,5,0.4836255
6,6,0.64673024
3,3,0.25866625
2,6,0.18920568
3,3,0.4173758
6,3,0.567491
0,4,0.36465323
5,6,0.35309768
3,3,0.7981499
2,5,0.28788868
0,4,0.3933765
4,4,0.30865565
2,3,0.29845077
6,4,0.39183536
5,5,0.4846569
3,3,0.5465609
4,3,0.31102112
